Nr uczestnika;Preferencje
91;Instrumental,74|Folk,25|Vocal,1
92;Rock,72|Reggae,27|World,1
93;Classical,100
94;Comedy,46|Electronic,22|Folk,26|Jazz,6
95;Blues,72|Vocal,22|Reggae,6
96;Classical,42|Alternative,29|World,25|Blues,4
97;Reggae,63|Instrumental,24|Industrial,13
98;World,55|Metal,40|Blues,5
99;Anime,46|Country,44|Industrial,10
100;World,33|Latin,53|Vocal,14
101;Classical,35|World,37|Folk,28
102;World,53|Metal,40|Pop,7
103;Classical,48|Folk,35|Alternative,17
104;Vocal,75|Blues,21|Comedy,4
105;Folk,32|Latin,65|Metal,3
106;Jazz,64|Metal,31|Alternative,5
107;Comedy,30|R&B/Soul,42|Country,27|World,1
108;Latin,66|R&B/Soul,34
109;Alternative,20|Blues,43|Metal,26|Reggae,11
110;Blues,35|Instrumental,45|Dance,20
111;Rock,62|Reggae,33|Pop,5
112;Industrial,98|Classical,2
113;R&B/Soul,72|Alternative,26|Country,2
114;Comedy,62|Rock,25|Industrial,13
115;Industrial,31|Instrumental,51|Anime,18
116;Electronic,89|Alternative,11
117;Instrumental,64|Metal,28|Reggae,8
118;Vocal,29|Jazz,34|Anime,36|Country,1
119;Vocal,88|Pop,12
120;Industrial,29|Alternative,52|Folk,19
121;Dance,57|Country,28|Folk,15
122;R&B/Soul,56|Rock,34|Industrial,10
123;Instrumental,65|R&B/Soul,26|Pop,9
124;Industrial,92|Comedy,8
125;Alternative,36|Blues,44|Pop,20
126;Alternative,26|Anime,32|Country,40|Metal,2
127;Anime,81|Jazz,19
128;Latin,56|Instrumental,41|Alternative,3
129;Pop,29|Reggae,31|Rock,40
130;Latin,86|Country,14
131;Industrial,30|Electronic,50|Reggae,20
132;Classical,70|Reggae,30
133;Folk,37|Anime,29|Blues,21|Pop,13
134;Instrumental,69|Metal,25|Anime,6
135;Country,94|Latin,6
136;World,54|Anime,45|Instrumental,1
137;Anime,49|Industrial,39|Instrumental,12
138;Classical,92|Country,8
139;World,55|Latin,39|R&B/Soul,6
140;Latin,99|Industrial,1
141;Metal,27|Classical,58|Jazz,15
142;Instrumental,73|Rock,21|Folk,6
143;Instrumental,65|Metal,33|Jazz,2
144;R&B/Soul,46|Rock,32|Latin,22
145;Rock,46|R&B/Soul,42|Jazz,12
146;Folk,67|Instrumental,31|Rock,2
147;R&B/Soul,90|Metal,10
148;Dance,34|Country,47|Reggae,19
149;Folk,62|Comedy,31|Dance,7
150;R&B/Soul,39|Anime,57|Latin,4
151;Electronic,83|World,17
152;Industrial,84|Metal,16
153;Latin,68|Rock,20|Comedy,12
154;R&B/Soul,50|Jazz,29|Metal,20|World,1
155;Country,43|Comedy,26|Industrial,25|Alternative,6
156;Alternative,26|Instrumental,69|Comedy,5
157;Reggae,86|Latin,14
158;Pop,56|Electronic,22|R&B/Soul,21|Dance,1
159;Pop,76|World,22|Rock,2
160;Comedy,32|Instrumental,34|Blues,27|Rock,7
161;Dance,95|Classical,5
162;Industrial,67|Reggae,21|Metal,12
163;R&B/Soul,89|Vocal,11
164;R&B/Soul,37|Vocal,49|Anime,14
165;Latin,24|Rock,35|Industrial,39|Comedy,2
166;Blues,65|Vocal,21|Comedy,14
167;Country,55|Alternative,42|Comedy,3
168;R&B/Soul,94|World,6
169;Instrumental,81|Rock,19
170;Industrial,92|Instrumental,8
171;Alternative,90|Blues,10
172;Country,80|Metal,20
173;Latin,55|Metal,26|Instrumental,19
174;Vocal,49|Reggae,24|Electronic,27
175;Latin,26|Electronic,29|Rock,21|Anime,21|R&B/Soul,3
176;R&B/Soul,25|Jazz,61|World,14
177;Latin,86|Alternative,14
178;Metal,79|Industrial,21
179;Rock,69|Blues,29|Industrial,2
180;Industrial,77|Dance,22|Country,1
181;Pop,36|R&B/Soul,52|Classical,12
182;Rock,23|Electronic,57|R&B/Soul,20
183;Latin,98|Country,2
184;Electronic,86|World,14
185;Rock,71|Jazz,20|Classical,9
186;Folk,67|Pop,22|Dance,11
187;Blues,41|Anime,40|Folk,19
188;Blues,29|Pop,23|R&B/Soul,42|Reggae,6
189;Reggae,28|Industrial,57|Vocal,15
190;Anime,100
191;Vocal,90|Blues,10
192;Electronic,82|Jazz,18
193;Alternative,71|Pop,25|Electronic,4
194;World,65|Blues,30|Comedy,5
195;Blues,60|World,32|Rock,8
196;Latin,48|Folk,50|Classical,2
197;R&B/Soul,23|Country,49|Folk,26|Classical,2
198;R&B/Soul,92|Folk,8
199;Instrumental,42|Classical,21|Anime,20|Metal,17
200;Country,100
201;World,60|Pop,28|Classical,12
202;R&B/Soul,92|Instrumental,8
203;Anime,87|Folk,13
204;Pop,87|Jazz,13
205;Anime,28|World,56|Blues,16
206;Metal,43|Anime,48|Alternative,9
207;Metal,65|Industrial,35
208;Classical,79|Pop,21
209;Pop,92|Industrial,8
210;Folk,95|Metal,5
211;Jazz,42|Reggae,53|Country,5
212;Classical,24|Comedy,29|Rock,43|Vocal,4
213;Instrumental,67|Anime,21|Pop,12
214;Comedy,89|Blues,11
215;Alternative,75|Dance,21|Pop,4
216;Alternative,73|Classical,25|Blues,2
217;Dance,84|Industrial,16
218;World,74|R&B/Soul,26
219;Comedy,78|Country,20|World,2
220;Industrial,77|Pop,20|Country,3
221;Classical,97|Folk,3
222;Rock,77|Instrumental,21|Blues,2
223;Jazz,29|R&B/Soul,71
224;Comedy,90|Blues,10
225;Pop,39|Blues,42|Jazz,19
226;Pop,49|Vocal,39|R&B/Soul,12
227;World,34|Reggae,22|Electronic,32|R&B/Soul,12
228;Country,27|Pop,31|R&B/Soul,31|Vocal,11
229;Folk,70|Alternative,21|Country,9
230;Reggae,56|Latin,44
231;World,62|Metal,34|Anime,4
232;Classical,22|World,50|Metal,20|Reggae,8
233;Alternative,84|Folk,16
234;Instrumental,80|Blues,20
235;Instrumental,76|Rock,23|World,1
236;Metal,57|Dance,34|Vocal,9
237;Pop,76|Reggae,23|Vocal,1
238;Reggae,78|Alternative,21|Industrial,1
239;Folk,35|Jazz,53|Classical,12
240;Country,92|Comedy,8
241;Folk,43|Dance,23|Rock,20|Latin,14
242;Classical,41|Vocal,21|Comedy,30|Blues,8
243;Rock,61|Vocal,32|Pop,7
244;Instrumental,95|Electronic,5
245;Alternative,79|Blues,21
246;Industrial,42|Rock,57|Anime,1
247;Instrumental,70|Industrial,20|Comedy,10
248;Jazz,64|Dance,26|Vocal,10
249;Electronic,21|Country,27|Pop,21|Rock,22|Instrumental,9
250;Blues,29|Electronic,50|Metal,21
251;Anime,94|Reggae,6
252;Folk,24|Pop,61|Anime,15
253;Metal,95|Dance,5
254;Dance,24|Electronic,41|Comedy,29|Metal,6
255;Instrumental,51|Latin,41|Dance,8
256;Electronic,52|R&B/Soul,26|Dance,21|Jazz,1
257;Industrial,79|Alternative,21
258;Jazz,68|Rock,28|Folk,4
259;Rock,96|Jazz,4
260;Pop,76|Latin,20|Classical,4
261;Latin,75|Instrumental,25
262;Vocal,30|Metal,26|Comedy,41|Folk,3
263;R&B/Soul,29|Anime,35|Vocal,32|Classical,4
264;Classical,41|Pop,49|Electronic,10
265;Reggae,59|Metal,38|Latin,3
266;Comedy,69|Latin,30|Electronic,1
267;Comedy,20|Rock,23|Latin,27|Alternative,28|Reggae,2
268;Reggae,65|Alternative,25|Blues,10
269;Vocal,39|Jazz,59|Classical,2
270;Vocal,41|Pop,50|Reggae,9
271;Electronic,32|Alternative,60|Classical,8
272;R&B/Soul,27|Electronic,69|Folk,4
273;Pop,40|Classical,58|R&B/Soul,2
274;Rock,98|Anime,2
275;Country,87|Blues,13
276;Pop,22|Vocal,44|Classical,32|Alternative,2
277;World,23|Folk,76|Country,1
278;Anime,39|Country,29|Dance,26|Reggae,6
279;Vocal,57|Alternative,25|Latin,18
280;Rock,80|Electronic,20
281;Industrial,98|Country,2
282;Blues,39|Classical,39|Reggae,20|Dance,2
283;Latin,37|Jazz,63
284;Comedy,96|Industrial,4
285;World,87|Dance,13
286;Jazz,92|Instrumental,8
287;Folk,86|World,14
288;Folk,53|Jazz,38|Dance,9
289;R&B/Soul,82|Electronic,18
290;Pop,69|Instrumental,27|Classical,4
291;Instrumental,75|R&B/Soul,22|Folk,3
292;Reggae,89|Metal,11
293;Electronic,40|Industrial,21|Reggae,39
294;Dance,53|Anime,23|Classical,23|Rock,1
295;Jazz,69|Folk,24|Industrial,7
296;Vocal,22|Blues,28|Anime,45|Alternative,5
297;Folk,82|Electronic,18
298;Country,56|Anime,44
299;World,83|Latin,17
300;Dance,56|Instrumental,31|Classical,13
301;R&B/Soul,78|Blues,20|Metal,2
302;Classical,63|Folk,20|R&B/Soul,17
303;Jazz,66|Country,25|Anime,9
304;Folk,74|Dance,21|Alternative,5
305;Vocal,69|Pop,22|Reggae,9
306;Jazz,24|Blues,23|Folk,44|Instrumental,9
307;Instrumental,94|Industrial,6
308;Alternative,47|Electronic,39|Classical,14
309;Vocal,43|Comedy,33|Dance,24
310;Latin,31|Country,67|World,2
311;Electronic,50|Instrumental,43|Jazz,7
312;Vocal,58|Electronic,26|R&B/Soul,16
313;Folk,35|World,28|Vocal,24|Country,13
314;Country,72|Dance,27|World,1
315;Electronic,92|Anime,8
316;Rock,37|Industrial,36|Instrumental,25|Electronic,2
317;Electronic,54|Comedy,27|Metal,19
318;Jazz,25|R&B/Soul,34|Latin,31|Comedy,10
319;Folk,37|Blues,38|Comedy,25
320;World,90|Vocal,10
321;Electronic,50|Comedy,22|Alternative,24|Dance,4
322;Jazz,48|Dance,44|Rock,8
323;Dance,74|Pop,25|Alternative,1
324;Anime,78|Country,22
325;Reggae,48|Industrial,23|Electronic,29
326;Country,78|Anime,21|Pop,1
327;World,70|Reggae,26|Comedy,4
328;Anime,50|Latin,35|Rock,15
329;Dance,80|R&B/Soul,20
330;Alternative,61|Jazz,39
331;Latin,24|Pop,63|World,13
332;Industrial,58|Folk,23|Instrumental,19
333;World,98|Industrial,2
334;Dance,51|Pop,46|Anime,3
335;Dance,85|Classical,15
336;Pop,76|Reggae,23|R&B/Soul,1
337;Industrial,38|Electronic,32|World,25|Classical,5
338;Blues,70|Folk,21|Electronic,9
339;Anime,90|R&B/Soul,10
340;Electronic,37|Pop,23|Folk,36|Vocal,4
341;R&B/Soul,31|Electronic,37|Anime,28|Rock,4
342;Latin,60|Jazz,40
343;World,83|Electronic,17
344;R&B/Soul,44|Dance,56
345;Rock,75|Instrumental,24|Comedy,1
346;Blues,87|Alternative,13
347;Blues,40|Classical,34|Country,21|Metal,5
348;Country,77|Electronic,21|World,2
349;Instrumental,63|Metal,25|Country,12
350;Rock,58|Electronic,41|Alternative,1
351;Comedy,67|Dance,28|Metal,5
352;Jazz,83|Metal,17
353;Electronic,39|Classical,20|Industrial,22|Pop,19
354;Classical,27|R&B/Soul,27|Anime,21|Blues,22|Metal,3
355;R&B/Soul,81|Jazz,19
356;Alternative,35|Comedy,29|R&B/Soul,28|Industrial,8
357;R&B/Soul,74|Comedy,22|Classical,4
358;Pop,78|Anime,22
359;Dance,89|Metal,11
360;Folk,72|R&B/Soul,21|Comedy,7
361;Comedy,84|Alternative,16
362;Pop,25|Blues,68|Dance,7
363;Pop,98|Comedy,2
364;R&B/Soul,86|Folk,14
365;Latin,32|Rock,46|Vocal,21|Blues,1
366;Dance,59|Folk,39|Country,2
367;Instrumental,98|Anime,2
368;Reggae,62|Alternative,31|Pop,7
369;Blues,32|Anime,54|Reggae,14
370;Alternative,34|Rock,66
371;Anime,38|Alternative,49|Latin,13
372;Alternative,57|Blues,30|Industrial,13
373;Anime,79|Comedy,20|Jazz,1
374;Classical,23|Reggae,72|Electronic,5
375;Pop,40|Industrial,47|Folk,13
376;Reggae,34|Electronic,36|Blues,25|Folk,5
377;Alternative,81|Country,19
378;Blues,91|Dance,9
379;Pop,24|Vocal,37|Instrumental,37|Country,2
380;Blues,86|Dance,14
381;Anime,41|Comedy,35|Classical,24
382;World,55|Rock,22|Alternative,21|Instrumental,2
383;Country,29|Folk,24|Rock,37|Dance,10
384;Alternative,52|Anime,44|Electronic,4
385;Metal,63|Classical,21|R&B/Soul,16
386;Electronic,22|Jazz,27|Instrumental,40|Alternative,11
387;Dance,34|Jazz,44|Industrial,20|Instrumental,2
388;Instrumental,69|Blues,25|Pop,6
389;Dance,65|Anime,20|Reggae,15
390;World,37|R&B/Soul,24|Alternative,38|Metal,1
391;Anime,30|Industrial,28|Country,29|Comedy,13
392;Classical,64|Pop,24|Comedy,12
393;Folk,87|Electronic,13
394;Pop,81|Industrial,19
395;Vocal,21|Blues,34|Dance,20|Anime,24|R&B/Soul,1
396;World,98|Metal,2
397;Vocal,21|Blues,54|Metal,21|Classical,4
398;Dance,74|Industrial,25|Vocal,1
399;R&B/Soul,89|Blues,11
400;Instrumental,36|World,58|Latin,6
401;Comedy,90|World,10
402;R&B/Soul,93|Comedy,7
403;Country,72|Rock,22|Classical,6
404;World,27|R&B/Soul,68|Anime,5
405;Jazz,60|Classical,33|Electronic,7
406;Alternative,98|Dance,2
407;Vocal,79|World,21
408;Folk,47|Rock,26|Classical,20|Metal,7
409;Electronic,55|Comedy,31|Vocal,14
410;Electronic,77|Jazz,21|Dance,2
411;Vocal,40|Rock,22|Pop,38
412;Instrumental,67|Alternative,26|Pop,7
413;Country,69|Pop,23|Classical,8
414;Blues,48|Country,30|Metal,21|Pop,1
415;Reggae,87|Folk,13
416;Metal,75|Instrumental,24|Classical,1
417;Latin,64|Anime,31|Blues,5
418;Instrumental,97|World,3
419;Jazz,68|Blues,27|Instrumental,5
420;Anime,84|Metal,16
421;Alternative,58|Reggae,42
422;Folk,88|Latin,12
423;Anime,25|Classical,71|Electronic,4
424;R&B/Soul,67|Comedy,32|Pop,1
425;Reggae,95|Industrial,5
426;Folk,65|Instrumental,27|Blues,8
427;Pop,28|Country,70|Classical,2
428;Dance,58|Industrial,22|Reggae,20
429;Reggae,46|Rock,50|Jazz,4
430;Jazz,38|Classical,21|Dance,25|Anime,16
431;Rock,88|World,12
432;Folk,50|Rock,49|Jazz,1
433;Anime,83|Classical,17
434;Country,35|World,42|Dance,23
435;Pop,99|R&B/Soul,1
436;Anime,66|Pop,32|Metal,2
437;World,48|Classical,47|Dance,5
438;Metal,31|Blues,32|Jazz,22|Comedy,15
439;Jazz,79|R&B/Soul,20|Country,1
440;Blues,91|Metal,9
441;Vocal,43|Comedy,45|Latin,12
442;Industrial,90|Vocal,10
443;Reggae,57|Classical,37|Rock,6
444;Folk,31|Industrial,39|Reggae,25|Alternative,5
445;Vocal,94|Instrumental,6
446;Anime,90|Instrumental,10
447;Reggae,90|Blues,10
448;Country,34|Latin,63|Pop,3
449;Blues,45|Alternative,41|Industrial,14
450;Blues,44|Instrumental,24|Jazz,27|Metal,5
451;Electronic,55|Classical,27|Instrumental,18
452;Folk,57|Classical,24|Industrial,19
453;World,34|Latin,44|Rock,22
454;Vocal,85|Reggae,15
455;Alternative,47|Electronic,45|R&B/Soul,8
456;Alternative,87|R&B/Soul,13
457;Folk,90|Metal,10
458;Reggae,87|Folk,13
459;Industrial,29|Vocal,55|Classical,16
460;Folk,53|Electronic,38|Comedy,9
461;Reggae,23|Comedy,38|Blues,39
462;Instrumental,89|Rock,11
463;Metal,99|Country,1
464;Vocal,45|Blues,55
465;Electronic,57|Latin,20|Reggae,23
466;Rock,98|Comedy,2
467;R&B/Soul,62|Electronic,38
468;Folk,82|Electronic,18
469;Reggae,46|Classical,30|Pop,23|Instrumental,1
470;Vocal,90|Comedy,10
471;Latin,88|World,12
472;Metal,67|Blues,22|World,11
473;Metal,43|Blues,35|Vocal,21|Industrial,1
474;World,50|Alternative,50
475;Latin,40|Pop,51|Electronic,9
476;Industrial,63|Electronic,34|Rock,3
477;Instrumental,26|Vocal,67|Pop,7
478;World,24|Rock,55|Country,21
479;Jazz,24|Classical,26|R&B/Soul,50
480;R&B/Soul,89|Reggae,11
481;Electronic,57|Vocal,38|Instrumental,5
482;Comedy,73|Electronic,20|Metal,7
483;Country,52|Rock,29|Classical,19
484;Metal,70|Dance,30
485;Vocal,94|Industrial,6
486;Rock,88|Pop,12
487;Alternative,51|Dance,28|Jazz,21
488;Alternative,77|Pop,23
489;Pop,66|Electronic,23|Metal,11
490;R&B/Soul,60|Vocal,35|Dance,5
491;Rock,25|Classical,71|Instrumental,4
492;Alternative,60|Rock,33|Pop,7
493;World,21|Country,53|Folk,23|Instrumental,3
494;Classical,41|Comedy,22|Anime,22|Dance,15
495;Industrial,46|Latin,20|Comedy,32|Folk,2
496;Reggae,29|Dance,24|Anime,26|Metal,21
497;R&B/Soul,93|Instrumental,7
498;Pop,71|World,23|Electronic,6
499;Alternative,28|Instrumental,65|Pop,7
500;Vocal,43|Comedy,48|R&B/Soul,9
501;World,37|Vocal,29|Metal,25|Folk,9
502;Rock,32|Instrumental,50|Industrial,18
503;Electronic,65|Rock,26|Jazz,9
504;Jazz,63|Classical,24|Rock,13
505;Instrumental,66|Folk,27|Industrial,7
506;Country,36|Pop,47|Latin,17
507;Folk,88|Latin,12
508;Electronic,44|Instrumental,43|Rock,13
509;Blues,53|Alternative,22|Metal,23|Industrial,2
510;Dance,59|Instrumental,23|Classical,18
511;Classical,60|Comedy,33|Latin,7
512;Rock,76|Alternative,22|Country,2
513;Reggae,25|Alternative,59|Pop,16
514;R&B/Soul,40|Jazz,47|Folk,13
515;Rock,80|Reggae,20
516;Pop,56|Blues,29|Vocal,15
517;Dance,56|World,27|Comedy,17
518;Folk,76|Electronic,22|Jazz,2
519;Comedy,60|Electronic,31|Anime,9
520;Jazz,28|Pop,42|Folk,24|Alternative,6
521;Country,60|Blues,31|Vocal,9
522;Dance,38|Folk,49|Latin,13
523;Dance,92|Vocal,8
524;Vocal,59|Blues,25|Industrial,16
525;Blues,82|Jazz,18
526;R&B/Soul,82|Vocal,18
527;Electronic,99|Country,1
528;Vocal,56|Electronic,43|Metal,1
529;Dance,43|Anime,27|Folk,28|Comedy,2
530;Pop,43|World,23|Latin,34
531;Electronic,86|Latin,14
532;Dance,41|Vocal,56|Latin,3
533;Comedy,42|Alternative,39|Latin,19
534;Instrumental,84|R&B/Soul,16
535;Blues,73|Jazz,23|Instrumental,4
536;Alternative,83|Instrumental,17
537;Blues,82|Alternative,18
538;Blues,90|Latin,10
539;Anime,56|Comedy,26|Pop,18
540;Jazz,48|Rock,37|Anime,15
541;Dance,62|Industrial,31|Comedy,7
542;Vocal,86|Rock,14
543;Jazz,25|Blues,47|Vocal,27|Country,1
544;Blues,46|R&B/Soul,20|Jazz,34
545;Latin,41|Pop,56|Country,3
546;Instrumental,35|Alternative,23|Dance,28|Country,14
547;Metal,56|Classical,33|Latin,11
548;Blues,32|Alternative,64|Country,4
549;Blues,28|Rock,46|Comedy,20|Anime,6
550;Anime,36|Jazz,47|Instrumental,17
551;World,84|Pop,16
552;Comedy,92|Instrumental,8
553;Alternative,76|Instrumental,21|R&B/Soul,3
554;Blues,46|Jazz,31|Pop,21|Anime,2
555;Pop,27|Country,51|Rock,21|Folk,1
556;Jazz,39|Folk,31|Pop,29|Vocal,1
557;Alternative,21|Metal,22|Reggae,52|World,5
558;Electronic,35|Latin,54|Pop,11
559;Country,21|Metal,61|Latin,18
560;Alternative,91|Country,9
561;R&B/Soul,29|Vocal,45|Reggae,23|Dance,3
562;Vocal,91|R&B/Soul,9
563;Country,78|Alternative,21|Reggae,1
564;Vocal,98|Electronic,2
565;Country,23|Metal,47|Electronic,22|Jazz,8
566;Alternative,35|World,63|Industrial,2
567;Pop,47|Comedy,34|Vocal,19
568;Anime,70|Latin,20|Jazz,10
569;Rock,25|Jazz,45|Electronic,26|Alternative,4
570;Industrial,84|Reggae,16
571;Dance,64|Anime,30|Comedy,6
572;R&B/Soul,35|Jazz,34|Pop,30|Electronic,1
573;Jazz,72|Folk,23|Reggae,5
574;Pop,33|World,49|Metal,18
575;Vocal,49|Dance,20|World,31
576;Vocal,88|Folk,12
577;Reggae,37|World,24|Electronic,29|Latin,10
578;Rock,45|Alternative,21|World,28|Dance,6
579;Jazz,93|Industrial,7
580;Country,53|Folk,27|Metal,20
581;Instrumental,66|Pop,32|Blues,2
582;Classical,26|Instrumental,41|Electronic,25|Folk,8
583;Jazz,53|Electronic,33|Blues,14
584;Jazz,92|Anime,8
585;Folk,61|Instrumental,24|Classical,15
586;Anime,46|Classical,21|Blues,27|Electronic,6
587;Anime,20|World,60|Pop,20
588;Metal,70|World,28|Blues,2
589;Anime,65|Pop,31|Metal,4
590;Folk,99|Dance,1
591;Rock,84|Comedy,16
592;R&B/Soul,76|Alternative,21|Vocal,3
593;R&B/Soul,94|Dance,6
594;Electronic,90|Anime,10
595;Metal,35|Country,25|Instrumental,38|Blues,2
596;Folk,54|Metal,21|Blues,22|World,3
597;R&B/Soul,50|Instrumental,39|Metal,11
598;Anime,69|Pop,30|Industrial,1
599;Classical,62|Latin,31|Electronic,7
600;Industrial,80|R&B/Soul,20
601;Pop,49|Anime,41|Jazz,10
602;Classical,27|Rock,71|Folk,2
603;Reggae,40|Folk,44|World,16
604;Rock,84|R&B/Soul,16
605;Instrumental,44|Anime,50|Reggae,6
606;Metal,80|Jazz,20
607;Electronic,91|Folk,9
608;Classical,65|Anime,27|World,8
609;Rock,30|Comedy,56|Country,14
610;Electronic,38|Latin,47|R&B/Soul,15
611;Classical,49|Latin,49|R&B/Soul,2
612;Blues,35|Vocal,25|Electronic,36|Comedy,4
613;Anime,70|World,22|Electronic,8
614;Reggae,55|Vocal,40|Latin,5
615;Dance,35|Classical,37|Reggae,28
616;Reggae,93|Electronic,7
617;Metal,88|Jazz,12
618;Vocal,65|Alternative,30|World,5
619;R&B/Soul,42|Electronic,34|Anime,24
620;Dance,80|Vocal,20
621;Pop,91|Dance,9
622;Alternative,32|Comedy,45|Blues,20|Instrumental,3
623;Folk,92|Electronic,8
624;Instrumental,22|Electronic,52|Blues,20|Reggae,6
625;Dance,85|Pop,15
626;Rock,21|Folk,26|Alternative,49|Electronic,4
627;R&B/Soul,66|Jazz,24|Classical,10
628;Reggae,55|Rock,29|World,16
629;Vocal,75|Dance,23|Electronic,2
630;Electronic,34|Instrumental,29|Classical,24|Rock,13
631;Electronic,53|Dance,23|Industrial,22|Country,2
632;Reggae,56|Jazz,40|Pop,4
633;Alternative,68|World,29|Anime,3
634;Metal,51|Anime,20|Reggae,22|Folk,7
635;Industrial,76|Jazz,22|Pop,2
636;World,49|Anime,22|Rock,22|Electronic,7
637;Alternative,41|Rock,57|Latin,2
638;Jazz,47|Vocal,42|Electronic,11
639;Vocal,52|Anime,48
640;R&B/Soul,99|Comedy,1
641;Metal,90|Anime,10
642;Classical,94|Folk,6
643;World,56|Anime,21|Country,20|Rock,3
644;Instrumental,93|Dance,7
645;Folk,61|Country,23|Anime,16
646;Anime,69|Industrial,24|Folk,7
647;Vocal,81|Folk,19
648;Comedy,81|Alternative,19
649;Alternative,23|World,65|Latin,12
650;Pop,45|Comedy,40|Rock,15
651;Industrial,21|Classical,38|Instrumental,22|Dance,19
652;Electronic,29|World,35|Classical,21|R&B/Soul,15
653;Alternative,28|Reggae,34|World,34|Dance,4
654;Latin,63|Blues,28|Dance,9
655;Jazz,61|Rock,20|Country,19
656;Vocal,95|Comedy,5
657;Reggae,26|R&B/Soul,74
658;Comedy,58|Reggae,25|Instrumental,17
659;Dance,66|Comedy,31|Anime,3
660;Metal,57|Rock,40|Reggae,3
661;Jazz,96|Blues,4
662;Industrial,69|R&B/Soul,26|Vocal,5
663;Latin,69|Metal,29|Classical,2
664;Instrumental,70|Electronic,23|R&B/Soul,7
665;Vocal,59|Comedy,24|Latin,17
666;Reggae,51|Anime,23|Electronic,23|R&B/Soul,3
667;Electronic,30|Blues,30|World,36|Alternative,4
668;Dance,64|Metal,34|Rock,2
669;Electronic,71|Alternative,24|Instrumental,5
